Date,Event mm,Flag,
11/07/2013 15:57:22,0,I,
11/07/2013 15:57:56,0,x,
11/07/2013 15:57:57,0,x,
13/07/2013 16:02:27,0,x,
13/07/2013 16:02:29,0,x,
13/07/2013 18:30:26,0.2,,
25/07/2013 06:08:58,0.2,,
31/07/2013 23:17:26,0.2,,
31/07/2013 23:39:13,0.2,,
01/08/2013 00:14:21,0.2,,
01/08/2013 00:40:28,0.2,,
01/08/2013 01:14:45,0.2,,
01/08/2013 01:25:31,0.2,,
01/08/2013 01:58:29,0.2,,
01/08/2013 02:11:18,0.2,,
01/08/2013 02:27:32,0.2,,
01/08/2013 02:41:06,0.2,,
01/08/2013 02:49:58,0.2,,
01/08/2013 03:13:46,0.2,,
01/08/2013 03:34:28,0.2,,
01/08/2013 03:46:40,0.2,,
01/08/2013 03:56:43,0.2,,
01/08/2013 04:09:29,0.2,,
01/08/2013 06:29:21,0.2,,
03/08/2013 16:16:10,0.2,,
03/08/2013 16:42:47,0.2,,
03/08/2013 16:57:30,0.2,,
05/08/2013 14:09:19,0.2,,
05/08/2013 14:19:25,0.2,,
05/08/2013 14:26:06,0.2,,
05/08/2013 14:34:18,0.2,,
05/08/2013 14:43:19,0.2,,
05/08/2013 15:13:48,0.2,,
06/08/2013 16:44:46,0.2,,
06/08/2013 17:47:02,0.2,,
06/08/2013 23:12:17,0.2,,
10/08/2013 13:34:13,0.2,,
10/08/2013 13:40:18,0.2,,
10/08/2013 14:34:55,0.2,,
10/08/2013 14:38:03,0.2,,
10/08/2013 14:46:58,0.2,,
10/08/2013 14:54:45,0.2,,
10/08/2013 15:00:16,0.2,,
10/08/2013 15:07:34,0.2,,
11/08/2013 09:28:41,0.2,,
11/08/2013 11:39:38,0.2,,
14/08/2013 15:48:11,0.2,,
14/08/2013 15:55:12,0.2,,
14/08/2013 16:45:52,0.2,,
17/08/2013 15:10:20,0.2,,
17/08/2013 15:25:58,0.2,,
17/08/2013 15:31:34,0.2,,
17/08/2013 15:46:24,0.2,,
18/08/2013 23:49:18,0.2,,
24/08/2013 15:30:51,0.2,,
24/08/2013 15:33:03,0.2,,
24/08/2013 15:38:41,0.2,,
24/08/2013 15:40:48,0.2,,
24/08/2013 15:41:52,0.2,,
24/08/2013 15:42:14,0.2,,
24/08/2013 15:42:55,0.2,,
24/08/2013 15:43:28,0.2,,
24/08/2013 15:44:21,0.2,,
24/08/2013 15:45:20,0.2,,
24/08/2013 15:46:38,0.2,,
24/08/2013 15:48:01,0.2,,
24/08/2013 15:49:40,0.2,,
24/08/2013 15:51:41,0.2,,
24/08/2013 15:53:48,0.2,,
24/08/2013 16:00:45,0.2,,
24/08/2013 16:43:59,0.2,,
24/08/2013 18:49:42,0.2,,
24/08/2013 19:46:02,0.2,,
24/08/2013 21:02:28,0.2,,
24/08/2013 22:18:08,0.2,,
24/08/2013 23:03:46,0.2,,
24/08/2013 23:08:54,0.2,,
25/08/2013 02:28:44,0.2,,
25/08/2013 18:57:52,0.2,,
25/08/2013 19:05:13,0.2,,
25/08/2013 19:10:56,0.2,,
25/08/2013 19:22:11,0.2,,
25/08/2013 22:04:08,0.2,,
25/08/2013 22:24:01,0.2,,
25/08/2013 22:38:33,0.2,,
26/08/2013 19:51:03,0.2,,
26/08/2013 20:10:27,0.2,,
26/08/2013 20:21:38,0.2,,
26/08/2013 20:27:35,0.2,,
26/08/2013 20:44:18,0.2,,
26/08/2013 20:51:35,0.2,,
26/08/2013 21:12:38,0.2,,
26/08/2013 22:36:33,0.2,,
08/09/2013 17:02:02,0.2,,
09/09/2013 16:39:08,0.2,,
13/09/2013 16:34:25,0.2,,
13/09/2013 16:36:32,0.2,,
13/09/2013 16:37:48,0.2,,
13/09/2013 16:39:22,0.2,,
13/09/2013 16:41:07,0.2,,
13/09/2013 16:43:12,0.2,,
14/09/2013 15:21:45,0.2,,
14/09/2013 15:29:31,0.2,,
15/09/2013 12:35:40,0.2,,
15/09/2013 15:07:09,0.2,,
15/09/2013 15:33:48,0.2,,
15/09/2013 19:41:54,0.2,,
15/09/2013 20:26:07,0.2,,
15/09/2013 21:22:55,0.2,,
15/09/2013 22:01:36,0.2,,
