Date,Event mm,Flag,
09/04/2014 13:13:55,0,I,
09/04/2014 13:15:48,0,x,
09/04/2014 14:12:51,0.2,,
09/04/2014 16:01:58,0.2,,
09/04/2014 16:26:59,0.2,,
10/04/2014 13:29:48,0.2,,
10/04/2014 13:36:53,0.2,,
10/04/2014 13:45:41,0.2,,
10/04/2014 14:13:53,0.2,,
10/04/2014 14:22:45,0.2,,
10/04/2014 14:25:10,0.2,,
10/04/2014 14:30:06,0.2,,
10/04/2014 14:30:07,0.2,,
10/04/2014 14:35:47,0.2,,
10/04/2014 14:39:40,0.2,,
10/04/2014 14:39:41,0.2,,
10/04/2014 14:46:58,0.2,,
10/04/2014 14:59:30,0.2,,
10/04/2014 15:07:17,0.2,,
10/04/2014 15:39:30,0.2,,
10/04/2014 17:30:37,0.2,,
10/04/2014 17:37:27,0.2,,
10/04/2014 17:42:10,0.2,,
10/04/2014 17:47:34,0.2,,
10/04/2014 17:53:13,0.2,,
10/04/2014 18:04:01,0.2,,
10/04/2014 18:07:59,0.2,,
10/04/2014 18:34:48,0.2,,
10/04/2014 20:35:38,0.2,,
11/04/2014 15:43:16,0.2,,
11/04/2014 16:01:20,0.2,,
11/04/2014 16:01:21,0.2,,
11/04/2014 16:08:29,0.2,,
11/04/2014 16:13:47,0.2,,
11/04/2014 18:50:38,0.2,,
11/04/2014 19:36:21,0.2,,
11/04/2014 19:57:37,0.2,,
11/04/2014 19:57:38,0.2,,
11/04/2014 21:40:16,0.2,,
11/04/2014 21:53:12,0.2,,
11/04/2014 22:52:48,0.2,,
12/04/2014 00:53:00,0.2,,
13/04/2014 09:01:11,0.2,,
13/04/2014 09:32:54,0.2,,
13/04/2014 10:07:16,0.2,,
13/04/2014 11:02:44,0.2,,
13/04/2014 11:31:23,0.2,,
13/04/2014 11:50:31,0.2,,
13/04/2014 12:06:54,0.2,,
13/04/2014 12:31:11,0.2,,
13/04/2014 12:31:12,0.2,,
13/04/2014 13:20:51,0.2,,
13/04/2014 14:26:39,0.2,,
13/04/2014 14:36:59,0.2,,
13/04/2014 14:45:22,0.2,,
13/04/2014 14:56:22,0.2,,
13/04/2014 14:56:23,0.2,,
13/04/2014 15:18:25,0.2,,
13/04/2014 16:13:18,0.2,,
13/04/2014 22:30:49,0.2,,
14/04/2014 16:40:52,0.2,,
14/04/2014 16:41:43,0.2,,
14/04/2014 19:44:51,0.2,,
14/04/2014 19:44:52,0.2,,
14/04/2014 21:50:00,0.2,,
14/04/2014 22:05:11,0.2,,
14/04/2014 22:17:37,0.2,,
14/04/2014 22:44:52,0.2,,
14/04/2014 23:03:20,0.2,,
14/04/2014 23:17:09,0.2,,
14/04/2014 23:26:14,0.2,,
14/04/2014 23:41:52,0.2,,
14/04/2014 23:41:53,0.2,,
14/04/2014 23:53:03,0.2,,
15/04/2014 00:04:06,0.2,,
15/04/2014 00:13:34,0.2,,
15/04/2014 00:20:22,0.2,,
15/04/2014 00:20:23,0.2,,
15/04/2014 00:32:54,0.2,,
15/04/2014 00:43:23,0.2,,
15/04/2014 00:47:06,0.2,,
15/04/2014 01:03:22,0.2,,
15/04/2014 01:03:23,0.2,,
15/04/2014 01:12:24,0.2,,
15/04/2014 01:12:25,0.2,,
15/04/2014 01:32:41,0.2,,
15/04/2014 01:49:33,0.2,,
15/04/2014 02:25:58,0.2,,
15/04/2014 02:59:20,0.2,,
15/04/2014 04:48:31,0.2,,
15/04/2014 06:42:36,0.2,,
15/04/2014 07:39:06,0.2,,
15/04/2014 08:30:41,0.2,,
15/04/2014 09:27:33,0.2,,
15/04/2014 10:06:20,0.2,,
15/04/2014 10:40:49,0.2,,
15/04/2014 10:54:38,0.2,,
15/04/2014 10:54:39,0.2,,
15/04/2014 11:07:36,0.2,,
15/04/2014 11:14:49,0.2,,
15/04/2014 11:26:17,0.2,,
15/04/2014 11:30:25,0.2,,
15/04/2014 11:39:27,0.2,,
15/04/2014 11:45:21,0.2,,
15/04/2014 11:53:20,0.2,,
15/04/2014 12:03:56,0.2,,
15/04/2014 12:20:56,0.2,,
15/04/2014 12:35:12,0.2,,
15/04/2014 12:44:01,0.2,,
15/04/2014 12:52:21,0.2,,
15/04/2014 13:02:09,0.2,,
15/04/2014 13:29:08,0.2,,
15/04/2014 13:55:51,0.2,,
15/04/2014 13:55:52,0.2,,
15/04/2014 14:57:11,0.2,,
15/04/2014 15:51:48,0.2,,
15/04/2014 16:02:15,0.2,,
15/04/2014 16:32:11,0.2,,
15/04/2014 17:45:26,0.2,,
15/04/2014 17:55:30,0.2,,
15/04/2014 18:00:12,0.2,,
15/04/2014 18:05:00,0.2,,
15/04/2014 18:07:55,0.2,,
15/04/2014 18:31:30,0.2,,
15/04/2014 18:56:04,0.2,,
15/04/2014 19:12:23,0.2,,
15/04/2014 19:43:12,0.2,,
15/04/2014 19:43:56,0.2,,
15/04/2014 22:45:12,0.2,,
15/04/2014 22:53:24,0.2,,
15/04/2014 23:16:51,0.2,,
15/04/2014 23:27:54,0.2,,
15/04/2014 23:41:30,0.2,,
16/04/2014 00:01:39,0.2,,
16/04/2014 00:11:43,0.2,,
16/04/2014 00:19:27,0.2,,
16/04/2014 00:19:28,0.2,,
16/04/2014 01:10:33,0.2,,
16/04/2014 01:11:03,0.2,,
16/04/2014 15:42:30,0.2,,
16/04/2014 23:24:36,0.2,,
17/04/2014 15:06:05,0.2,,
17/04/2014 23:17:42,0.2,,
17/04/2014 23:17:43,0.2,,
19/04/2014 03:29:17,0.2,,
19/04/2014 03:29:18,0.2,,
19/04/2014 04:45:31,0.2,,
19/04/2014 05:07:33,0.2,,
19/04/2014 05:07:41,0.2,,
19/04/2014 12:47:17,0.2,,
19/04/2014 12:47:40,0.2,,
20/04/2014 02:27:08,0.2,,
20/04/2014 02:36:54,0.2,,
20/04/2014 03:30:26,0.2,,
20/04/2014 03:30:31,0.2,,
20/04/2014 03:52:37,0.2,,
20/04/2014 03:52:38,0.2,,
20/04/2014 04:18:36,0.2,,
20/04/2014 04:34:29,0.2,,
20/04/2014 04:34:30,0.2,,
20/04/2014 09:55:20,0.2,,
20/04/2014 10:42:11,0.2,,
20/04/2014 11:04:39,0.2,,
20/04/2014 11:51:18,0.2,,
20/04/2014 13:38:33,0.2,,
20/04/2014 14:01:58,0.2,,
20/04/2014 15:02:37,0.2,,
20/04/2014 15:08:36,0.2,,
20/04/2014 15:20:20,0.2,,
20/04/2014 15:39:51,0.2,,
20/04/2014 15:54:52,0.2,,
20/04/2014 16:09:08,0.2,,
20/04/2014 16:18:31,0.2,,
20/04/2014 16:24:28,0.2,,
20/04/2014 16:45:08,0.2,,
20/04/2014 16:45:09,0.2,,
20/04/2014 17:18:54,0.2,,
20/04/2014 19:45:12,0.2,,
20/04/2014 19:45:13,0.2,,
22/04/2014 21:47:06,0.2,,
23/04/2014 12:03:18,0.2,,
23/04/2014 12:28:16,0.2,,
23/04/2014 17:28:09,0.2,,
23/04/2014 19:19:43,0.2,,
23/04/2014 19:30:17,0.2,,
23/04/2014 19:38:23,0.2,,
23/04/2014 21:26:22,0.2,,
24/04/2014 00:39:17,0.2,,
24/04/2014 06:41:21,0.2,,
24/04/2014 08:55:28,0.2,,
24/04/2014 11:11:56,0.2,,
24/04/2014 12:39:17,0.2,,
24/04/2014 12:55:34,0.2,,
24/04/2014 13:06:12,0.2,,
24/04/2014 13:19:21,0.2,,
24/04/2014 13:24:19,0.2,,
24/04/2014 13:24:20,0.2,,
24/04/2014 13:31:51,0.2,,
24/04/2014 13:35:26,0.2,,
24/04/2014 13:38:03,0.2,,
24/04/2014 13:39:45,0.2,,
24/04/2014 13:45:05,0.2,,
24/04/2014 13:55:45,0.2,,
24/04/2014 14:54:08,0.2,,
24/04/2014 14:54:09,0.2,,
24/04/2014 15:57:32,0.2,,
24/04/2014 17:01:46,0.2,,
24/04/2014 17:27:52,0.2,,
24/04/2014 18:18:51,0.2,,
24/04/2014 18:39:16,0.2,,
24/04/2014 18:51:50,0.2,,
24/04/2014 18:51:51,0.2,,
24/04/2014 19:04:35,0.2,,
24/04/2014 19:13:20,0.2,,
24/04/2014 19:18:44,0.2,,
24/04/2014 19:28:46,0.2,,
24/04/2014 23:43:28,0.2,,
25/04/2014 07:10:19,0.2,,
25/04/2014 07:19:21,0.2,,
25/04/2014 07:28:58,0.2,,
25/04/2014 07:45:52,0.2,,
25/04/2014 08:22:30,0.2,,
26/04/2014 07:59:34,0.2,,
26/04/2014 13:33:55,0.2,,
